movie_id,movie_idx,title,genres,genre_primary,year,genre_idx,year_idx
1073,77,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,Adventure,1971,1,51
1076,78,"Innocents, The (1961)",Thriller,Thriller,1961,15,41
1077,79,Sleeper (1973),Comedy|Sci-Fi,Comedy,1973,4,53
1078,80,Bananas (1971),Comedy|War,Comedy,1971,4,51
1079,81,"Fish Called Wanda, A (1988)",Comedy,Comedy,1988,4,68
108,82,Catwalk (1995),Documentary,Documentary,1995,6,75
1080,83,Monty Python's Life of Brian (1979),Comedy,Comedy,1979,4,59
1081,84,Victor/Victoria (1982),Comedy|Musical,Comedy,1982,4,62
1082,85,"Candidate, The (1972)",Drama,Drama,1972,7,52
1083,86,"Great Race, The (1965)",Comedy|Musical,Comedy,1965,4,45
1084,87,Bonnie and Clyde (1967),Crime|Drama,Crime,1967,5,47
1085,88,"Old Man and the Sea, The (1958)",Adventure|Drama,Adventure,1958,1,38
1086,89,Dial M for Murder (1954),Mystery|Thriller,Mystery,1954,12,34
1087,90,Madame Butterfly (1995),Musical,Musical,1995,11,75
1088,91,Dirty Dancing (1987),Musical|Romance,Musical,1987,11,67
1089,92,Reservoir Dogs (1992),Crime|Thriller,Crime,1992,5,72
1090,93,Platoon (1986),Drama|War,Drama,1986,7,66
1091,94,Weekend at Bernie's (1989),Comedy,Comedy,1989,4,69
1092,95,Basic Instinct (1992),Mystery|Thriller,Mystery,1992,12,72
1093,96,"Doors, The (1991)",Drama|Musical,Drama,1991,7,71
1094,97,"Crying Game, The (1992)",Drama|Romance|War,Drama,1992,7,72
1095,98,Glengarry Glen Ross (1992),Drama,Drama,1992,7,72
1096,99,Sophie's Choice (1982),Drama,Drama,1982,7,62
1097,100,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,Children's,1982,3,62
1098,101,"Search for One-eye Jimmy, The (1996)",Comedy,Comedy,1996,4,76
1099,102,"Christmas Carol, A (1938)",Drama,Drama,1938,7,18
11,103,"American President, The (1995)",Comedy|Drama|Romance,Comedy,1995,4,75
110,104,Braveheart (1995),Action|Drama|War,Action,1995,0,75
1100,105,Days of Thunder (1990),Action|Romance,Action,1990,0,70
1101,106,Top Gun (1986),Action|Romance,Action,1986,0,66
1102,107,American Strays (1996),Action,Action,1996,0,76
1103,108,Rebel Without a Cause (1955),Drama,Drama,1955,7,35
1104,109,"Streetcar Named Desire, A (1951)",Drama,Drama,1951,7,31
1105,110,Children of the Corn IV: The Gathering (1996),Horror,Horror,1996,10,76
1107,111,Loser (1991),Comedy,Comedy,1991,4,71
111,112,Taxi Driver (1976),Drama|Thriller,Drama,1976,7,56
1111,113,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Documentary,1996,6,76
1112,114,Palookaville (1996),Action|Drama,Action,1996,0,76
1113,115,"Associate, The (1996)",Comedy,Comedy,1996,4,76
1114,116,"Funeral, The (1996)",Drama,Drama,1996,7,76
1115,117,Sleepover (1995),Comedy|Drama,Comedy,1995,4,75
1116,118,"Single Girl, A (La Fille Seule) (1995)",Drama,Drama,1995,7,75
1117,119,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,Drama,1996,7,76
1118,120,Tashunga (1995),Adventure|Western,Adventure,1995,1,75
1119,121,Drunks (1997),Drama,Drama,1997,7,77
112,122,Rumble in the Bronx (1995),Action|Adventure|Crime,Action,1995,0,75
1120,123,"People vs. Larry Flynt, The (1996)",Drama,Drama,1996,7,76
1121,124,Glory Daze (1996),Drama,Drama,1996,7,76
1123,125,"Perfect Candidate, A (1996)",Documentary,Documentary,1996,6,76
1124,126,On Golden Pond (1981),Drama,Drama,1981,7,61
1125,127,"Return of the Pink Panther, The (1974)",Comedy,Comedy,1974,4,54
1126,128,Drop Dead Fred (1991),Comedy|Fantasy,Comedy,1991,4,71
1127,129,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,Action,1989,0,69
1128,130,"Fog, The (1980)",Horror,Horror,1980,10,60
1129,131,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Action,1981,0,61
113,132,Before and After (1996),Drama|Mystery,Drama,1996,7,76
1130,133,"Howling, The (1980)",Horror,Horror,1980,10,60
1131,134,Jean de Florette (1986),Drama,Drama,1986,7,66
1132,135,Manon of the Spring (Manon des sources) (1986),Drama,Drama,1986,7,66
1133,136,Talking About Sex (1994),Comedy|Drama,Comedy,1994,4,74
1134,137,Johnny 100 Pesos (1993),Action|Drama,Action,1993,0,73
1135,138,Private Benjamin (1980),Comedy,Comedy,1980,4,60
1136,139,Monty Python and the Holy Grail (1974),Comedy,Comedy,1974,4,54
1138,140,Dadetown (1995),Documentary,Documentary,1995,6,75
1139,141,Everything Relative (1996),Drama,Drama,1996,7,76
114,142,Margaret's Museum (1995),Drama,Drama,1995,7,75
1142,143,Get Over It (1996),Drama,Drama,1996,7,76
1144,144,"Line King: Al Hirschfeld, The (1996)",Documentary,Documentary,1996,6,76
1145,145,Snowriders (1996),Documentary,Documentary,1996,6,76
1147,146,When We Were Kings (1996),Documentary,Documentary,1996,6,76
1148,147,"Wrong Trousers, The (1993)",Animation|Comedy,Animation,1993,2,73
1149,148,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,Documentary,1994,6,74
1150,149,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,Drama,1982,7,62
1151,150,Faust (1994),Animation|Comedy|Thriller,Animation,1994,2,74
1152,151,He Walked by Night (1948),Crime|Film-Noir|Thriller,Crime,1948,5,28
1153,152,Raw Deal (1948),Film-Noir,Film-Noir,1948,9,28
1154,153,T-Men (1947),Film-Noir,Film-Noir,1947,9,27
116,154,Anne Frank Remembered (1995),Documentary,Documentary,1995,6,75
1160,155,Six of a Kind (1934),Comedy,Comedy,1934,4,14
1161,156,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,Drama,1979,7,59
1162,157,"Ruling Class, The (1972)",Comedy,Comedy,1972,4,52
1163,158,Mina Tannenbaum (1994),Drama,Drama,1994,7,74
1164,159,Two or Three Things I Know About Her (1966),Drama,Drama,1966,7,46
1165,160,"Bloody Child, The (1996)",Drama|Thriller,Drama,1996,7,76
1167,161,Dear God (1996),Comedy,Comedy,1996,4,76
1168,162,Bad Moon (1996),Horror,Horror,1996,10,76
1169,163,American Dream (1990),Documentary,Documentary,1990,6,70
117,164,"Young Poisoner's Handbook, The (1995)",Crime,Crime,1995,5,75
1170,165,Best of the Best 3: No Turning Back (1995),Action,Action,1995,0,75
1171,166,Bob Roberts (1992),Comedy,Comedy,1992,4,72
1172,167,Cinema Paradiso (1988),Comedy|Drama|Romance,Comedy,1988,4,68
1173,168,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,Drama,1989,7,69
1174,169,Grosse Fatigue (1994),Comedy,Comedy,1994,4,74
1175,170,Delicatessen (1991),Comedy|Sci-Fi,Comedy,1991,4,71
1176,171,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,Drama,1991,7,71
1177,172,Enchanted April (1991),Drama,Drama,1991,7,71
1178,173,Paths of Glory (1957),Drama|War,Drama,1957,7,37
1179,174,"Grifters, The (1990)",Crime|Drama|Film-Noir,Crime,1990,5,70
118,175,If Lucy Fell (1996),Comedy|Romance,Comedy,1996,4,76
1180,176,Hear My Song (1991),Comedy,Comedy,1991,4,71
1181,177,"Shooter, The (1995)",Action,Action,1995,0,75
1183,178,"English Patient, The (1996)",Drama|Romance|War,Drama,1996,7,76
1184,179,Mediterraneo (1991),Comedy|War,Comedy,1991,4,71
1185,180,My Left Foot (1989),Drama,Drama,1989,7,69
1186,181,"Sex, Lies, and Videotape (1989)",Drama,Drama,1989,7,69
1187,182,Passion Fish (1992),Drama,Drama,1992,7,72
1188,183,Strictly Ballroom (1992),Comedy|Romance,Comedy,1992,4,72
1189,184,"Thin Blue Line, The (1988)",Documentary,Documentary,1988,6,68
119,185,"Steal Big, Steal Little (1995)",Comedy,Comedy,1995,4,75
1190,186,Tie Me Up! Tie Me Down! (1990),Drama,Drama,1990,7,70
1191,187,Madonna: Truth or Dare (1991),Documentary,Documentary,1991,6,71
1192,188,Paris Is Burning (1990),Documentary,Documentary,1990,6,70
1193,189,One Flew Over the Cuckoo's Nest (1975),Drama,Drama,1975,7,55
1194,190,Up in Smoke (1978),Comedy,Comedy,1978,4,58
1196,191,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,Action,1980,0,60
1197,192,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,Action,1987,0,67
1198,193,Raiders of the Lost Ark (1981),Action|Adventure,Action,1981,0,61
1199,194,Brazil (1985),Sci-Fi,Sci-Fi,1985,14,65
12,195,Dracula: Dead and Loving It (1995),Comedy|Horror,Comedy,1995,4,75
120,196,Race the Sun (1996),Drama,Drama,1996,7,76
1200,197,Aliens (1986),Action|Sci-Fi|Thriller|War,Action,1986,0,66
1201,198,"Good, The Bad and The Ugly, The (1966)",Action|Western,Action,1966,0,46
1202,199,Withnail and I (1987),Comedy,Comedy,1987,4,67
1203,200,12 Angry Men (1957),Drama,Drama,1957,7,37
1204,201,Lawrence of Arabia (1962),Adventure|War,Adventure,1962,1,42
1205,202,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,Action,1986,0,66
1206,203,"Clockwork Orange, A (1971)",Sci-Fi,Sci-Fi,1971,14,51
1207,204,To Kill a Mockingbird (1962),Drama,Drama,1962,7,42
1208,205,Apocalypse Now (1979),Drama|War,Drama,1979,7,59
1209,206,Once Upon a Time in the West (1969),Western,Western,1969,17,49
121,207,"Boys of St. Vincent, The (1993)",Drama,Drama,1993,7,73
1210,208,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,Action,1983,0,63
1211,209,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,Comedy,1987,4,67
1212,210,"Third Man, The (1949)",Mystery|Thriller,Mystery,1949,12,29
1213,211,GoodFellas (1990),Crime|Drama,Crime,1990,5,70
1214,212,Alien (1979),Action|Horror|Sci-Fi|Thriller,Action,1979,0,59
1215,213,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,Action,1993,0,73
1216,214,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,Adventure,1988,1,68
1217,215,Ran (1985),Drama|War,Drama,1985,7,65
1218,216,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,Action,1989,0,69
1219,217,Psycho (1960),Horror|Thriller,Horror,1960,10,40
122,218,Boomerang (1992),Comedy|Romance,Comedy,1992,4,72
1220,219,"Blues Brothers, The (1980)",Action|Comedy|Musical,Action,1980,0,60
1221,220,"Godfather: Part II, The (1974)",Action|Crime|Drama,Action,1974,0,54
1222,221,Full Metal Jacket (1987),Action|Drama|War,Action,1987,0,67
1223,222,"Grand Day Out, A (1992)",Animation|Comedy,Animation,1992,2,72
1224,223,Henry V (1989),Drama|War,Drama,1989,7,69
1225,224,Amadeus (1984),Drama,Drama,1984,7,64
1226,225,"Quiet Man, The (1952)",Comedy|Romance,Comedy,1952,4,32
1227,226,Once Upon a Time in America (1984),Crime|Drama|Thriller,Crime,1984,5,64
1228,227,Raging Bull (1980),Drama,Drama,1980,7,60
123,228,Chungking Express (1994),Drama|Mystery|Romance,Drama,1994,7,74
1230,229,Annie Hall (1977),Comedy|Romance,Comedy,1977,4,57
1231,230,"Right Stuff, The (1983)",Drama,Drama,1983,7,63
1232,231,Stalker (1979),Mystery|Sci-Fi,Mystery,1979,12,59
1233,232,"Boat, The (Das Boot) (1981)",Action|Drama|War,Action,1981,0,61
1234,233,"Sting, The (1973)",Comedy|Crime,Comedy,1973,4,53
1235,234,Harold and Maude (1971),Comedy,Comedy,1971,4,51
1236,235,Trust (1990),Comedy|Drama,Comedy,1990,4,70
1237,236,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,Drama,1957,7,37
1238,237,Local Hero (1983),Comedy,Comedy,1983,4,63
124,238,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,Drama,1995,7,75
1240,239,"Terminator, The (1984)",Action|Sci-Fi|Thriller,Action,1984,0,64
1241,240,Braindead (1992),Comedy|Horror,Comedy,1992,4,72
1242,241,Glory (1989),Action|Drama|War,Action,1989,0,69
1243,242,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,Comedy,1990,4,70
1244,243,Manhattan (1979),Comedy|Drama|Romance,Comedy,1979,4,59
1245,244,Miller's Crossing (1990),Drama,Drama,1990,7,70
1246,245,Dead Poets Society (1989),Drama,Drama,1989,7,69
1247,246,"Graduate, The (1967)",Drama|Romance,Drama,1967,7,47
1248,247,Touch of Evil (1958),Crime|Film-Noir|Thriller,Crime,1958,5,38
1249,248,Nikita (La Femme Nikita) (1990),Thriller,Thriller,1990,15,70
125,249,Flirting With Disaster (1996),Comedy,Comedy,1996,4,76
1250,250,"Bridge on the River Kwai, The (1957)",Drama|War,Drama,1957,7,37
1251,251,8 1/2 (1963),Drama,Drama,1963,7,43
1252,252,Chinatown (1974),Film-Noir|Mystery|Thriller,Film-Noir,1974,9,54
1253,253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,Drama,1951,7,31
1254,254,"Treasure of the Sierra Madre, The (1948)",Adventure,Adventure,1948,1,28
1255,255,Bad Taste (1987),Comedy|Horror,Comedy,1987,4,67
1256,256,Duck Soup (1933),Comedy|War,Comedy,1933,4,13
1257,257,Better Off Dead... (1985),Comedy,Comedy,1985,4,65
1258,258,"Shining, The (1980)",Horror,Horror,1980,10,60
1259,259,Stand by Me (1986),Adventure|Comedy|Drama,Adventure,1986,1,66
126,260,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,Adventure,1994,1,74
1260,261,M (1931),Crime|Film-Noir|Thriller,Crime,1931,5,11
1261,262,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,Action,1987,0,67
1262,263,"Great Escape, The (1963)",Adventure|War,Adventure,1963,1,43
1263,264,"Deer Hunter, The (1978)",Drama|War,Drama,1978,7,58
1264,265,Diva (1981),Action|Drama|Mystery|Romance|Thriller,Action,1981,0,61
1265,266,Groundhog Day (1993),Comedy|Romance,Comedy,1993,4,73
1266,267,Unforgiven (1992),Western,Western,1992,17,72
1267,268,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,Film-Noir,1962,9,42
1268,269,Pump Up the Volume (1990),Drama,Drama,1990,7,70
1269,270,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,Comedy,1944,4,24
127,271,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,Drama,1994,7,74
1270,272,Back to the Future (1985),Comedy|Sci-Fi,Comedy,1985,4,65
1271,273,Fried Green Tomatoes (1991),Drama,Drama,1991,7,71
1272,274,Patton (1970),Drama|War,Drama,1970,7,50
1273,275,Down by Law (1986),Comedy|Drama,Comedy,1986,4,66
1274,276,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,Adventure,1988,1,68
1275,277,Highlander (1986),Action|Adventure,Action,1986,0,66
1276,278,Cool Hand Luke (1967),Comedy|Drama,Comedy,1967,4,47
1277,279,Cyrano de Bergerac (1990),Action|Drama|Romance,Action,1990,0,70
1278,280,Young Frankenstein (1974),Comedy|Horror,Comedy,1974,4,54
1279,281,Night on Earth (1991),Comedy|Drama,Comedy,1991,4,71
128,282,Jupiter's Wife (1994),Documentary,Documentary,1994,6,74
1280,283,Raise the Red Lantern (1991),Drama,Drama,1991,7,71
1281,284,"Great Dictator, The (1940)",Comedy,Comedy,1940,4,20
1282,285,Fantasia (1940),Animation|Children's|Musical,Animation,1940,2,20
1283,286,High Noon (1952),Western,Western,1952,17,32
1284,287,"Big Sleep, The (1946)",Film-Noir|Mystery,Film-Noir,1946,9,26
1285,288,Heathers (1989),Comedy,Comedy,1989,4,69
1286,289,Somewhere in Time (1980),Drama|Romance,Drama,1980,7,60
1287,290,Ben-Hur (1959),Action|Adventure|Drama,Action,1959,0,39
1288,291,This Is Spinal Tap (1984),Comedy|Drama|Musical,Comedy,1984,4,64
1289,292,Koyaanisqatsi (1983),Documentary|War,Documentary,1983,6,63
129,293,Pie in the Sky (1995),Comedy|Romance,Comedy,1995,4,75
1290,294,Some Kind of Wonderful (1987),Drama|Romance,Drama,1987,7,67
1291,295,Indiana Jones and the Last Crusade (1989),Action|Adventure,Action,1989,0,69
1292,296,Being There (1979),Comedy,Comedy,1979,4,59
1293,297,Gandhi (1982),Drama,Drama,1982,7,62
1294,298,M*A*S*H (1970),Comedy|War,Comedy,1970,4,50
1295,299,"Unbearable Lightness of Being, The (1988)",Drama,Drama,1988,7,68
1296,300,"Room with a View, A (1986)",Drama|Romance,Drama,1986,7,66
1297,301,Real Genius (1985),Comedy,Comedy,1985,4,65
1298,302,Pink Floyd - The Wall (1982),Drama|Musical|War,Drama,1982,7,62
1299,303,"Killing Fields, The (1984)",Drama|War,Drama,1984,7,64
13,304,Balto (1995),Animation|Children's,Animation,1995,2,75
130,305,Angela (1995),Drama,Drama,1995,7,75
1300,306,My Life as a Dog (Mitt liv som hund) (1985),Drama,Drama,1985,7,65
1301,307,Forbidden Planet (1956),Sci-Fi,Sci-Fi,1956,14,36
1302,308,Field of Dreams (1989),Drama,Drama,1989,7,69
1303,309,"Man Who Would Be King, The (1975)",Adventure,Adventure,1975,1,55
1304,310,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,Action,1969,0,49
1305,311,"Paris, Texas (1984)",Drama,Drama,1984,7,64
1306,312,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,Drama,1991,7,71
1307,313,When Harry Met Sally... (1989),Comedy|Romance,Comedy,1989,4,69
131,314,Frankie Starlight (1995),Drama|Romance,Drama,1995,7,75
1310,315,Hype! (1996),Documentary,Documentary,1996,6,76
1311,316,Santa with Muscles (1996),Comedy,Comedy,1996,4,76
1312,317,Female Perversions (1996),Drama,Drama,1996,7,76
1313,318,Mad Dog Time (1996),Crime,Crime,1996,5,76
1315,319,Paris Was a Woman (1995),Documentary,Documentary,1995,6,75
1316,320,Anna (1996),Drama,Drama,1996,7,76
1317,321,I'm Not Rappaport (1996),Comedy,Comedy,1996,4,76
132,322,Jade (1995),Thriller,Thriller,1995,15,75
1320,323,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,Action,1992,0,72
1321,324,"American Werewolf in London, An (1981)",Horror,Horror,1981,10,61
1322,325,Amityville 1992: It's About Time (1992),Horror,Horror,1992,10,72
1323,326,Amityville 3-D (1983),Horror,Horror,1983,10,63
1324,327,Amityville: Dollhouse (1996),Horror,Horror,1996,10,76
1325,328,Amityville: A New Generation (1993),Horror,Horror,1993,10,73
1326,329,Amityville II: The Possession (1982),Horror,Horror,1982,10,62
1327,330,"Amityville Horror, The (1979)",Horror,Horror,1979,10,59
1328,331,"Amityville Curse, The (1990)",Horror,Horror,1990,10,70
1329,332,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,Horror,1974,10,54
133,333,Nueba Yol (1995),Comedy|Drama,Comedy,1995,4,75
1330,334,April Fool's Day (1986),Comedy|Horror,Comedy,1986,4,66
1331,335,Audrey Rose (1977),Horror,Horror,1977,10,57
1332,336,"Believers, The (1987)",Horror|Thriller,Horror,1987,10,67
1333,337,"Birds, The (1963)",Horror,Horror,1963,10,43
1334,338,"Blob, The (1958)",Horror|Sci-Fi,Horror,1958,10,38
1335,339,Blood Beach (1981),Action|Horror,Action,1981,0,61
1336,340,Body Parts (1991),Horror,Horror,1991,10,71
1337,341,"Body Snatcher, The (1945)",Horror,Horror,1945,10,25
1339,342,Bram Stoker's Dracula (1992),Horror|Romance,Horror,1992,10,72
134,343,Sonic Outlaws (1995),Documentary,Documentary,1995,6,75
1340,344,Bride of Frankenstein (1935),Horror,Horror,1935,10,15
1341,345,Burnt Offerings (1976),Horror,Horror,1976,10,56
1342,346,Candyman (1992),Horror,Horror,1992,10,72
1343,347,Cape Fear (1991),Thriller,Thriller,1991,15,71
1344,348,Cape Fear (1962),Film-Noir|Thriller,Film-Noir,1962,9,42
1345,349,Carrie (1976),Horror,Horror,1976,10,56
1346,350,Cat People (1982),Horror,Horror,1982,10,62
1347,351,"Nightmare on Elm Street, A (1984)",Horror,Horror,1984,10,64
1348,352,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,Horror,1922,10,3
1349,353,Nosferatu a Venezia (1986),Horror,Horror,1986,10,66
135,354,Down Periscope (1996),Comedy,Comedy,1996,4,76
1350,355,"Omen, The (1976)",Horror,Horror,1976,10,56
1351,356,Blood & Wine (1997),Drama,Drama,1997,7,77
1352,357,Albino Alligator (1996),Crime|Thriller,Crime,1996,5,76
1353,358,"Mirror Has Two Faces, The (1996)",Comedy|Romance,Comedy,1996,4,76
1354,359,Breaking the Waves (1996),Drama,Drama,1996,7,76
1355,360,Nightwatch (1997),Horror|Thriller,Horror,1997,10,77
1356,361,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,Action,1996,0,76
1357,362,Shine (1996),Drama|Romance,Drama,1996,7,76
1358,363,Sling Blade (1996),Drama|Thriller,Drama,1996,7,76
1359,364,Jingle All the Way (1996),Adventure|Children's|Comedy,Adventure,1996,1,76
136,365,From the Journals of Jean Seberg (1995),Documentary,Documentary,1995,6,75
1360,366,Identification of a Woman (Identificazione di una donna) (1982),Drama,Drama,1982,7,62
1361,367,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,Documentary,1996,6,76
1362,368,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,Drama,1970,7,50
1363,369,"Preacher's Wife, The (1996)",Drama,Drama,1996,7,76
1364,370,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action,Action,1995,0,75
